"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE"
"escooccupation","key_22331","optional","key_20232","",""
"escooccupation","key_22332","optional","key_19512","",""
"escooccupation","key_22332","optional","key_19616","",""
"escooccupation","key_22332","optional","key_20109","",""
"escooccupation","key_22333","essential","key_19531","",""
"escooccupation","key_22333","optional","key_20217","",""
"escooccupation","key_22334","essential","key_20279","",""
"escooccupation","key_22335","essential","key_20282","",""
"escooccupation","key_22335","essential","key_19856","",""
"escooccupation","key_22335","essential","key_19887","",""
"escooccupation","key_22335","essential","key_19933","",""
"escooccupation","key_22336","essential","key_20388","",""
"escooccupation","key_22337","essential","key_19638","",""
"escooccupation","key_22337","essential","key_19696","",""
"escooccupation","key_22337","essential","key_20154","",""
"escooccupation","key_22338","essential","key_19590","",""
"escooccupation","key_22338","optional","key_20367","",""
"escooccupation","key_22339","essential","key_19809","",""
"escooccupation","key_22339","essential","key_20125","",""
"escooccupation","key_22339","essential","key_20216","",""
"escooccupation","key_22339","optional","key_19973","",""
"escooccupation","key_22339","optional","key_19590","",""
"escooccupation","key_22341","essential","key_19516","",""
"escooccupation","key_22341","essential","key_19860","",""
"escooccupation","key_22341","optional","key_20314","",""
"escooccupation","key_22342","optional","key_19491","",""
"escooccupation","key_22342","optional","key_20331","",""
"escooccupation","key_22343","essential","key_20386","",""
"escooccupation","key_22344","optional","key_19590","",""
"escooccupation","key_22344","optional","key_19778","",""
"escooccupation","key_22344","optional","key_19974","",""
"escooccupation","key_22345","essential","key_19432","",""
"escooccupation","key_22346","essential","key_19515","",""
"escooccupation","key_22346","essential","key_19646","",""
"escooccupation","key_22346","essential","key_19809","",""
"escooccupation","key_22346","essential","key_19843","",""
"escooccupation","key_22346","optional","key_19943","",""
"escooccupation","key_22346","optional","key_20268","",""
"escooccupation","key_22346","optional","key_20384","",""
"escooccupation","key_22347","essential","key_20217","",""
"escooccupation","key_22347","optional","key_20377","",""
"escooccupation","key_22349","optional","key_19495","",""
"escooccupation","key_22349","optional","key_19841","",""
"escooccupation","key_22349","optional","key_20146","",""
"escooccupation","key_22350","essential","key_19566","",""
"escooccupation","key_22350","optional","key_19431","",""
"escooccupation","key_22350","optional","key_19885","",""
"escooccupation","key_22350","optional","key_20355","",""
"escooccupation","key_22351","essential","key_20186","",""
"escooccupation","key_22351","optional","key_19429","",""
"escooccupation","key_22351","optional","key_19475","",""
"escooccupation","key_22351","optional","key_19653","",""
"escooccupation","key_22351","optional","key_20102","",""
"escooccupation","key_22351","optional","key_20106","",""
"escooccupation","key_22351","optional","key_20121","",""
"escooccupation","key_22351","optional","key_20168","",""
"escooccupation","key_22351","optional","key_19646","",""
"escooccupation","key_22353","essential","key_20355","",""
"escooccupation","key_22353","optional","key_19886","",""
"escooccupation","key_22353","optional","key_19516","",""
"escooccupation","key_22353","optional","key_20224","",""
"escooccupation","key_22354","essential","key_19881","",""
"escooccupation","key_22354","essential","key_20120","",""
"escooccupation","key_22354","optional","key_20417","",""
"escooccupation","key_22354","optional","key_19591","",""
"escooccupation","key_22354","optional","key_19806","",""
"escooccupation","key_22354","optional","key_19875","",""
"escooccupation","key_22355","essential","key_19460","",""
"escooccupation","key_22355","optional","key_19747","",""
"escooccupation","key_22356","essential","key_19642","",""
"escooccupation","key_22356","essential","key_19771","",""
"escooccupation","key_22356","essential","key_19590","",""
"escooccupation","key_22356","essential","key_20217","",""
"escooccupation","key_22357","essential","key_19590","",""
"escooccupation","key_22357","essential","key_19636","",""
"escooccupation","key_22357","essential","key_20002","",""
"escooccupation","key_22358","essential","key_20177","",""
"escooccupation","key_22358","optional","key_20020","",""
"escooccupation","key_22359","essential","key_19516","",""
"escooccupation","key_22359","essential","key_19663","",""
"escooccupation","key_22359","essential","key_19985","",""
"escooccupation","key_22359","optional","key_19764","",""
"escooccupation","key_22359","optional","key_19435","",""
"escooccupation","key_22359","optional","key_20018","",""
"escooccupation","key_22359","optional","key_20216","",""
"escooccupation","key_22360","essential","key_19957","",""
"escooccupation","key_22360","essential","key_20279","",""
"escooccupation","key_22361","essential","key_19536","",""
"escooccupation","key_22361","optional","key_20049","",""
"escooccupation","key_22362","optional","key_19827","",""
"escooccupation","key_22362","optional","key_20162","",""
"escooccupation","key_22363","essential","key_20355","",""
"escooccupation","key_22364","essential","key_19827","",""
"escooccupation","key_22364","essential","key_19860","",""
"escooccupation","key_22364","optional","key_20024","",""
"escooccupation","key_22365","essential","key_19514","",""
"escooccupation","key_22365","essential","key_20150","",""
"escooccupation","key_22365","optional","key_19886","",""
"escooccupation","key_22365","optional","key_19546","",""
"escooccupation","key_22365","optional","key_19890","",""
"escooccupation","key_22366","essential","key_19692","",""
"escooccupation","key_22366","optional","key_20082","",""
"escooccupation","key_22367","essential","key_20056","",""
"escooccupation","key_22367","essential","key_19458","",""
"escooccupation","key_22367","essential","key_19730","",""
"escooccupation","key_22367","essential","key_20096","",""
"escooccupation","key_22368","essential","key_20386","",""
"escooccupation","key_22368","essential","key_20409","",""
"escooccupation","key_22368","optional","key_19438","",""
"escooccupation","key_22368","optional","key_19942","",""
"escooccupation","key_22368","optional","key_20234","",""
"escooccupation","key_22369","essential","key_19987","",""
"escooccupation","key_22369","essential","key_20185","",""
"escooccupation","key_22370","optional","key_19517","",""
"escooccupation","key_22370","optional","key_20359","",""
"escooccupation","key_22370","optional","key_19499","",""
"escooccupation","key_22370","optional","key_20034","",""
"escooccupation","key_22371","essential","key_20115","",""
"escooccupation","key_22371","essential","key_19589","",""
"escooccupation","key_22371","essential","key_20372","",""
"escooccupation","key_22371","optional","key_19710","",""
"escooccupation","key_22372","essential","key_19886","",""
"escooccupation","key_22372","essential","key_19960","",""
"escooccupation","key_22372","essential","key_19959","",""
"escooccupation","key_22372","optional","key_20101","",""
"escooccupation","key_22372","optional","key_20146","",""
"escooccupation","key_22373","essential","key_19962","",""
"escooccupation","key_22373","optional","key_20049","",""
"escooccupation","key_22373","optional","key_19596","",""
"escooccupation","key_22374","essential","key_19721","",""
"escooccupation","key_22374","essential","key_20204","",""
"escooccupation","key_22375","essential","key_19543","",""
"escooccupation","key_22375","essential","key_19875","",""
"escooccupation","key_22376","essential","key_20003","",""
"escooccupation","key_22376","essential","key_20150","",""
"escooccupation","key_22376","optional","key_19560","",""
"escooccupation","key_22376","optional","key_20343","",""
"escooccupation","key_22377","essential","key_19902","",""
"escooccupation","key_22377","essential","key_20279","",""
"escooccupation","key_22378","essential","key_19886","",""
"escooccupation","key_22378","essential","key_19590","",""
"escooccupation","key_22378","essential","key_20264","",""
"escooccupation","key_22378","optional","key_19974","",""
"escooccupation","key_22379","essential","key_20082","",""
"escooccupation","key_22379","optional","key_20016","",""
"escooccupation","key_22380","essential","key_20355","",""
"escooccupation","key_22381","essential","key_20235","",""
"escooccupation","key_22381","optional","key_19822","",""
"escooccupation","key_22381","optional","key_20373","",""
"escooccupation","key_22382","optional","key_19649","",""
"escooccupation","key_22383","essential","key_19458","",""
"escooccupation","key_22383","essential","key_20002","",""
"escooccupation","key_22383","essential","key_20154","",""
"escooccupation","key_22384","essential","key_19497","",""
"escooccupation","key_22384","optional","key_20154","",""
"escooccupation","key_22385","essential","key_19554","",""
"escooccupation","key_22385","essential","key_20101","",""
"escooccupation","key_22385","essential","key_20279","",""
"escooccupation","key_22385","optional","key_20342","",""
"escooccupation","key_22386","essential","key_20228","",""
"escooccupation","key_22386","optional","key_19435","",""
"escooccupation","key_22387","essential","key_19971","",""
"escooccupation","key_22387","essential","key_20224","",""
"escooccupation","key_22387","optional","key_19432","",""
