UUID,OriginUUID,TabiyaURI,ESCO_UUID,altLabels
,,,,"horse and pony worker
equine worker
horse and pony technician
horse worker
equine technician"
,,,,"business to business seller in  furniture, carpets and lighting equipment
assistant wholesale merchant in  furniture, carpets and lighting equipment
senior wholesale merchant in  furniture, carpets and lighting equipment
wholesaler in  furniture, carpets and lighting equipment
graduate wholesale merchant in  furniture, carpets and lighting equipment
business to business sales consultant in  furniture, carpets and lighting equipment
wholesale buyer in  furniture, carpets and lighting equipment
wholesale merchant in furniture, carpets and lighting equipment
trainee wholesale merchant in  furniture, carpets and lighting equipment
B2B sales consultant in  furniture, carpets and lighting equipment
wholesale merchandiser in  furniture, carpets and lighting equipment
wholesale trader in  furniture, carpets and lighting equipment"
,,,,"interior fitting store manager
interior decoration store manager
carpet store manager
floor and wall coverings shop manager
carpet and rug shop manager
carpet and rug store manager
wallpaper shop manager
wallpaper store manager
wallpaper and accessories store manager
carpet superstore manager
wallpaper and accessories shop manager
floor and wall store manager
interior decoration shop manager
interior fitting shop manager"
,,,,"parish worker
lay worker
church pastoral worker
ministry pastoral worker
pastoral worker
religious worker"
,,,,"higher education art studies teacher
art studies instructor
art studies professor
arts studies lector
specialist educator in art studies
art studies lecturer
university art studies lecturer
arts studies lecturer
lecturer in art studies
university lecturer in art studies
senior lecturer in art studies
art studies teacher
professor of art studies
art studies docent
art studies lector"
,,,,"studio photographer
school photographer
documentary photographer
corporate photographer
sports photographer
video photographer
interior photographer
industrial photographer
photographer
press photographer
scene photographer
still shooting photographer
wildlife photographer
still life photographer
art photographer
photography assistant
reportage photographer
photographer retoucher
technical photographer
underwater photographer
photography studio manager
food photographer
architecture photographer
portrait photographer
advertising photographer
product photographer
fashion photographer
photo designer
photography-based artist
graphical industry photographer
photographic artist
microphotographer
portrayist
aerial photographer
social photographer
illustration photographer
backstage photographer
travel photographer
scientific photographer
event photographer
wedding photographer
landscape photographer
itinerant photographer
culinary photographer
medical photographer
photography technician
commercial photographer
cultural photographer"
,,,,"automotive electrician
auto electrical technician
autoelectrical technician
motor vehicle electrical technician
vehicle body electrician
truck electrician
van electrician
electrical installation technician
auto electrician
motor vehicle electrician
motor vehicle technician, auto electrics
car electrician
auto technician"
,,,,"special events planner
wedding planner
matrimony planner
wedding organizer
events planner
wedding consultant
special events organizer"
,,,,"residential home young people care worker
residential support worker (children)
residential support worker (young adults)
support worker (young people in care)
residential support worker (young people)
residential home adolescent care worker
children's services worker"
,,,,"children's ombudsman
ombudsman
ombudswoman
information commissioner"
,,,,"mapping technician
oceanographic scientist
hydrographic surveyor
hydrographic surveying technician
oceanographer
marine surveyor
surveying technician
oceanographic surveyor
marine surveying technician
hydrographic survey technologist"
,,,,"metal nibbling operator
hand held nibbler drill operator
hand held nibbling drill operator
hand held nibbler drill technician
nibbling drill operative
automatic nibbling drill technician
automatic nibbling drill operator
hand held nibbling drill operative
nibbling drill technician
automatic nibbling drill operative
hand held nibbler drill operative
hand held nibbling drill technician
nibbling drill operator"
,,,,"chiropractic assistant
assistant neuromusculoskeletal therapist
assistant to chiropractic
chiropractic's assistant
assistant osteopath
assistant etiopath
assistant chiropractic
assistant to licensed chiropractor
assistant musculoskeletal therapist
chiropractic support worker"
,,,,"blender tender
furnace charger
calciner operator
mineral processing technican
ore separator tender
mineral processing operator
process operator
brine maker
gravel processing operator
process technician
mineral and stone processing dryer operator
salt processing operator
sand processing operator
cement mixer
coal preparation plant operator
process plant operator"
,,,,"foreman roofer
house roofing supervisor
roof tiling supervisor
roofing carpentry supervisor
felt roofing supervisor
roofing supervisor
roof slating supervisor
cladding installation supervisor
tinsmith supervisor
asphalt roofing supervisor"
,,,,"marketing research coordinator
marketing research analyst
market analyst
market research analyst
marketing researcher
market researcher
market research manager
market research specialist
customer insight manager"
,,,,"pension plans clerk
pension administrator
pension agent
pensions administrator
pension scheme administrator
pensions technician
investments administrator
administrator of pensions
pensions administration officer
responsible for pensions administrations
pension fund administrator"
,,,,"cacao bean roaster
cocoa roaster
cocoa bean processor
bean roaster
cocoa processor"
,,,,"precious stone setter
diamond setter
precious stone craftworker
precious stone craftswoman
gem stone setter
gem setter
jewelery stone setter
gemsetter
jewellery stone setter
precious stone craftsman
gemstone setter"
,,,,"occupational health and safety inspector
factory inspector
HSE inspector
regulatory health and safety inspector
environmental health inspector
environmental health officer
health and safety inspector
workplace health and safety inspector
safety officer"
,,,,"trainee watches and jewellery distribution manager
watches and jewellery logistics planner
assistant watches and jewellery distribution manager
watches and jewellery supply chain manager
watches and jewelry distribution manager
graduate watches and jewellery distribution manager
watches and jewellery distribution planner
watches and jewellery logistics manager
senior watches and jewellery distribution manager
watches and jewellery supply chain planner"
,,,,"jewelry craftsperson
jewellery craftsperson
jewellery craftswoman
brooch assembler
assembler jewelry
earring assembler
jewellery bench worker
jewellery craftsman
necklace assembler
jewelry assembler
jewelry craftsman
jewelry bench worker
assembler of jewelry
jewelry craftswoman
chain assembler
bracelet assembler
jewelry repairer
assembler of jewellery
assembler jewellery"
,,,,"outdoor instructor
climbing teacher
ski teacher
kayak & canoe instructor
rafting teacher
outdoor animator
quad bike teacher
kayak and canoe instructor
riding teacher
outdoor adventure instructor
outdoor activity instructor
ski instructor
rafting instructor
canoeing teacher
quad bike instructor
outdoor recreation instructor
climbing instructor
paddlesports instructor
outdoor activities trainer
riding instructor"
,,,,"honey extraction operative
extractor
honey production worker
honey extractor
honey process worker"
,,,,"manufacturing production manager
manufacturing facility manager
manufacturing director
manufacturing plant manager
manufacturing facility maintenance manager
manufacturing coordinator"
,,,,"manufacturing engineering adviser
manufacturing engineer
manufacturing engineering consultant
manufacturing technology engineering specialist
manufacture engineer
manufacturing technology engineering consultant
manufacturing technology engineering adviser
manufacturing technology engineering expert
MfgE
manufacturing engineering expert
manufacturing engineering specialist
manufacturing technology engineer
manufacturing process engineer"
,,,,"print design development assistant
textile product specialist
textile product development engineer
textile business developer
technical application manager
fabric product development specialist
textile product engineer
textile and apparel product developer
textile product developer"
,,,,"retort kiln operator
kiln burner
roofing tile kiln operative
retort kiln operative
clay kiln burner
gas kiln operative
field kiln operator
gas kiln operator
retort kiln burner
kilnman
brick kiln operator
roofing tile burner
brick kiln operative
brick kiln burner
periodic kiln burner
dry kiln operator
dry kiln burner
dry kiln operative
kilnwoman
field kiln operative
roofing tile kiln operator
field kiln burner"
,,,,"EMD
call handler
ambulance services dispatcher
dispatcher of emergency medical vehicles
emergency call operator
medical dispatcher
emergency call handler
emergency medical services dispatcher
dispatcher of emergency medical services
control room worker
emergency medical dispatcher"
,,,,"teaching fellow
higher education lecturer
university reader
professor
higher education senior lecturer
university lecturer
principal lecturer
research lecturer
HE lecturer
higher education instructor
reader
university professor"
,,,,"consumer goods quality control inspector
consumer products assembly inspector
toys inspector
consumer goods inspector
consumer goods assembly inspector
consumer products assembly line inspector
surgical instruments inspector
consumer goods compliance inspector
stock parts inspector
material inspector
consumer goods quality inspector
final assembly inspector
consumer products compliance inspector
consumer products quality control inspector
assembly inspector
consumer goods assembly line inspector
consumer goods quality compliance inspector
consumer products quality inspector"
,,,,"medical dietetics technician
technician in dietetics
nutrition assistant practitioner
dietetic assistant
technician in medical dietetics
assistant nutrition practitioner
dietetic technician
clinical dietetic technician
clinical diet technician
dietetic science technician
diet technician"
,,,,"bioinformatics analyst
environmental scientist
research scientist
computer scientist
biotechnology scientist
senior bioinformatics scientist
bioinformatics researcher
IT researcher
data scientist
bioinformatics scientist
computer analyst
biology researcher
IT expert
bioinformatician
junior bioinformatics scientist"
,,,,"trolley driver instructor
railway instructor
practitioner of railway instruction
train driver instructor
metro driving instructor
occupational railway instructor
railway instruction practitioner
engine driver instructor
tram driver instructor"
,,,,"expert in aquaculture biology
aquaculture biology researcher
aquaculture biology research analyst
consultant aquaculture biologist
aquaculture biology scholar
aquaculture biology research scientist
aquaculture biology specialist
specialist in aquaculture biology
aquaculture biology expert
aquaculture biologist
aquaculture biology science researcher
aquaculture biology scientist
aquaculture biology analyst"
,,,,"food biotech technician
food biotechnologist
food biotech specialist"
,,,,"computer software and multimedia shop manager
multimedia equipment store manager
computer software and multimedia store manager
computer software store manager
multimedia software shop manager
software shop manager
computer software and multimedia storekeeper
computer software shop manager"
,,,,"art gallery curator
exhibits coordinator
exhibition overseer
exhibits manager
exhibition superintendent
museum curator
exhibits curator
curator of exhibitions
exhibits preparator
exhibition curator"
,,,,"structural iron and steel worker
structural steel fitters
steel fitters
rebar workers
steel erector
structural ironworker
structural steel erector"
,,,,"logger
chainsaw operator
woodland equipment operator
mobile sawmill operator
woodcutter
woodman
logging equipment operator
lumberjack
forestry equipment operator"
,,,,"commercial graphic designer
commercial designer
graphic designer
graphic design expert
graphics designer
advertising artist
graphic artist
graphic design specialist"
,,,,"train coach upholsterer
multiple unit upholsterer
train  upholstery worker
train carriage upholsterer
carriage upholsterer
train carriage upholstery worker
carriage works trimmer
railway car upholsterer
train coach upholstery worker"
,,,,"aeroplane cleaner
cabin cleaner
aeroplane groomer
plane cleaner
aircraft groomer
groomer for aircraft"
,,,,"airport environmental expert
airport environment officer
airport environmental planning expert
airport environmental officer"
,,,,"oil field mill worker
oil mill operator
oil mill operative
oil milling operative"
,,,,"salesperson motor dealership
principal salesperson
used car salesperson
salesperson motor trade
specialised seller motor trade
senior specialised seller
used car specialised seller
motor vehicles specialized seller
principal specialised seller
dealership salesperson
specialised seller motor dealership
franchise salesperson
new car specialised seller
senior salesperson
franchise specialised seller
dealership specialised seller
new car salesperson"
,,,,"clinical social support worker
clinical social worker"
,,,,"ship guest services associate
cruise ship guest services officer
ferry steward
ship stewardess
ship steward
cruise ship steward
cruise ship guest services professional
ship steward/ship stewardess
ship guest services professional
ship guest services officer
cruise ship guest services associate
ferry stewardess
cruise ship stewardess"
,,,,"business consultant
business process consultant"
,,,,"soil scientist
soil testing technician
soil biologist
senior soil scientist
soil biology specialist
lead senior soil scientist
soil wetland scientist
soil analyst
acidity tester
soil technician"
,,,,"commercial decorating supervisor
painting and decorating supervisor
commercial painting and decorating supervisor
decorating supervisor
construction painting supervisor
specialist painting supervisor
construction decorating supervisor
construction painting and decorating supervisor
industrial painting supervisor"
,,,,"homelessness case worker
homeless care worker
homeless case worker
homeless guidance worker
homeless advice worker
homeless team worker
homelessness support worker
homelessness team worker
homelessness advice worker
housing options and advice worker
homeless support worker
homeless social worker
homelessness care worker
advice and guidance worker, homelessness
homelessness worker
homelessness social worker
homelessness guidance worker"
,,,,"mail services counter clerk
post office customer service assistant
post office supervisor
mail service clerk
post office counter clerk
post office customer service consultant
counter clerk, post office"
,,,,"prison department social worker
parole officer
probation officer
probation services officer"
,,,,"contact centre manager
call center supervisor
inbound call center supervisor
tele-sales supervisor
customer contact centre supervisor
customer centre supervisor
contact centre supervisor
telephone sales supervisor
customer service supervisor
direct sales supervisor
telemarketing manager
inbound call centre supervisor
telemarketing supervisor
outbound call centre supervisor
customer service centre manager
outbound call center supervisor"
,,,,"campgrounds manager
campground manager
camping ground manager
camp-site manager
countryside manager
camping manager
camping pitch manager"
,,,,"further education lecturer
sixth form teacher
further education practitioner
tutor of further education
further education teacher
practitioner in further education
continuing education teacher
sixth form tutor
teacher of further education"
,,,,"astrology expert
astrologist
astrologer
horoscope teller
horoscope expert"
,,,,"law enforcement trainer
law enforcement instructor
instructor in law enforcement
police instructor
police trainer
trainer of police
police tutor
police firearms trainer
specialist police trainer
police officer trainer
trainer of police officers"
,,,,"fisheries engineer's assistant
assistant naval mechanic
assistant ship mechanic
fishing vessel assistant engineer
fisheries assistant engineer"
,,,,"immigration policy officer
refugee policy officer
asylum policy officer
government policy manager
immigration policy analyst"
,,,,"photography director
director of photography
senior director of photography
camera and lighting director
cinematographer
head of camera and lighting crew
lighting cameraman"
,,,,"wholesale merchant in sugar, chocolate and sugar confectionery"
,,,,"fish trimmer
fish preparation worker
fish processor"
,,,,"managing director
senior executive officer
CEO
chief executive officer
president
chairman"
,,,,"chief forestry inspector
forestry operations monitor
forestry auditor
forestry assessor
forestry inspector
urban forestry inspector
forestry operations compliance inspector
forestry operations inspector
arboriculture inspector"
,,,,"office clerk
correspondence clerk
clerical assistant"
,,,,"public relations specialist
communications manager
spokesperson
communications officer
public information manager
marketing and communications manager
​public relations consultant
public affairs manager
publicity manager
media relations manager
press office manager
public information coordinator
corporate profiler
corporate affairs manager
public relations manager"
,,,,"belt finisher
friction belt finisher
belt measurer
V-belt finisher
V-belt finishing operator
belt notcher
belt brander"
,,,,"communication studies research analyst
communication scholar
communication studies scholar
communication scientist
communication researcher
communication studies research scientist
communication research analyst
communication research scientist
communication studies analyst
communication studies researcher
communication analyst
communication science researcher
communications scientist"
,,,,"tourism product developer
tourism distribution manager
tourism product manager"
,,,,"duty engineer on a ship
ship engineering officer
ship duty engineer
maritime duty engineer
maritime engineering officer"
,,,,"cabinet leader
lord mayor
lady mayoress
mayor
civic leader
leader of the council
council leader
mayoress"
,,,,"scaffolding team member
scaffolding crew member
scaffolding installer
event scaffolder
scaffolding worker"
,,,,"corporate business consultant
corporate business analyst
job analyst
organizational structure analyst
occupational analyst"
,,,,"painter on glass
crystal painter
pattern designer on glass
window painter
stained glass painter
glass object pattern designer
glass painter"
,,,,"construction health and safety advisor
site safety advisor
safety controller
safety controller on construction sites
health and safety advisor on construction sites
health and safety advisor
construction safety inspector
construction site safety inspector
site safety inspector
health & safety inspector
safety inspector
construction health and safety inspector
safety inspector on construction sites
safety advisor
construction safety controller
health and safety inspector"
,,,,"religious studies scholar
theology studies researcher
religion scientific researcher
theology studies scholar
theology scholar
religious studies researcher
theologist
theologian
theology researcher"
,,,,"domestic housekeeper
house caretaker couple
housekeeper
private housekeeping director
domestic couple"
,,,,"brazier
conversion brazer
hand brazer assembler
machine operative brazer
hand brazer operative
hand brazer
brazer technician
brazer production operative
brazer production operator
combination welder
copper smith"
,,,,"textile colourists
colourist
colorist dyer
textile color maker
colorist
textile colorist
color matcher
colourist dyer
textile colour maker
colour matcher
dyeing range operator"
,,,,"solar electricity power plant operative
solar array operative
solar farm operative
solar power plant safety operator
solar power plant maintenance operator
solar energy plant operative
solar farm worker
solar energy plant operator
solar power plant maintenance operative
solar electric power plant operator
solar array worker
solar farm operator
solar electricity power plant operator
solar power plant operator
solar power plant safety operative
solar energy plant worker
solar array operator
solar electric power plant operative"
,,,,"knitting machinist
knitter operator
warp knitting machine operator
net-knitting machine operator
knitting machine setter
knitting machine tender
knitting machine operator
machine knitting mender"
,,,,"chief prison officer
correctional institution director
senior superintendent jail
correctional services manager
superintendent jail
prison governor
chief detention officer
superintendent of jail
senior superintendent of jail"
,,,,"steel rolling mill technician
rolling mill control operator
powder mill operator
metal rolling mill operative
metal rolling mill operator
grinder mill operative
hammer mill operator
grinder mill operator
hammer mill operative
metal rolling mill technician
powder mill operative
hammer mill technician
stopper grinder
steel mill operative"
,,,,"biochemistry studies scholar
biochemistry studies research analyst
biochemistry studies researcher
biochemistry science researcher
bio-chemist
biochemistry research scientist
biochemistry scientist
biochemistry research analyst
chemical biotechnologist
biochemist
biochemistry studies scientist
biochemistry studies research scientist
biochemistry scholar
biochemistry analyst
biochemistry studies analyst
biochemistry researcher
biological chemist"
,,,,"contact lens optician
optician
corrective lens dispenser
dispensing optician
optician expert
qualified optician
expert optician
contact lens specialist
spectacle dispensing optician"
,,,,"shoe sewing machine operator
binding stitcher
shoe sewing machine tender
footwear stitching machine operator
shoe stitcher"
,,,,"sparkling machine operator
gasifier operator
drinks gasification processor
carbonation operator
beverage carbonation worker"
,,,,"thermoforming machine operator
thermoforming machine operative
thermo-forming machine setter
thermoforming operator
molder operator
plastic moulding machine tender
vacuum forming machine operative
vacuum molding machine operator
vacuum molding machine operative
thermo-forming machine worker
vacuum forming machine setter
vacuum former
vacuum forming machine tender
moulder operator
vacuum moulding machine operator
thermo-forming machine operative
plastic molding machine tender
vacuum moulding machine operative
plastic molding machine setter
vacuum forming machine worker
thermoforming operative
thermo-forming machine tender
thermoforming machine tender
vacuum forming machine operator
plastics production process worker
plastic moulding machine setter"
,,,,"school admissions coordinator
admissions officer
coordinator of admissions
student admissions officer
college admissions coordinator
admissions coordinator
university admissions coordinator
admissions coordinator in education
coordinator of student admissions
student admissions coordinator
admissions coordinator in university"
,,,,"outdoor activities coordinator
sports inclusion coordinator
activities coordinator
outdoor activities supervisor
senior outdoor instructor
outdoor activities manager
activities manager"
,,,,"correctional youth security officer
young offenders detention officer
youth detention counselor
youth correctional officer
juvenile corrections officer
detention centre youth worker
youth detention worker
detention officer
young offenders officer
juvenile correctional officer
juvenile detention officer"
,,,,"electronic and telecommunications equipment  field saleswoman
senior technical sales engineer in electronic and telecommunications equipment
graduate technical sales representative in electronic and telecommunications equipment
electronic and telecommunications equipment outside technical sales representative
electronic and telecommunications equipment  inside technical sales representative
trainee technical sales engineer in electronic and telecommunications equipment
electronic and telecommunications equipment field salesman
electronic and telecommunications equipment field salesperson
graduate technical sales engineer in electronic and telecommunications equipment
technical sales representative in electronic and telecommunications equipment
trainee technical sales representative in electronic and telecommunications equipment
assistant technical sales representative in electronic and telecommunications equipment
assistant technical sales engineer in electronic and telecommunications equipment
electronic and telecommunications equipment technical field sales representative
senior technical sales representative in electronic and telecommunications equipment"
,,,,"numerical tool maker
numerical tool and process control programer
numerical tool setting operator
numerical process control tool setting operator
numerical tool machine set up operator
numerical process control  set up operator
numerical tool setter
numerical tool l programme setter
numerical tool programmer
numerical process control supervisor
numerical process control operator
numerical tool machine operator
numerical process control programmer"
,,,,"administrative supervisor
office manager
administrative manager
office coordinator
general office administrator
office supervisor
administrative services manager"
,,,,"senior wholesale merchant in textile industry machinery
wholesale buyer in textile industry machinery
business to business seller in textile industry machinery
graduate wholesale merchant in textile industry machinery
trainee wholesale merchant in textile industry machinery
assistant wholesale merchant in textile industry machinery
B2B sales consultant in textile industry machinery
wholesale trader in textile industry machinery
wholesaler in textile industry machinery
business to business sales consultant in textile industry machinery
wholesale merchant in textile industry machinery
wholesale merchandiser in textile industry machinery"
,,,,"night time customer auditor
night customer care manager
night auditor
overnight customer care manager
overnight auditor"
,,,,"airline dispatcher
airplane dispatcher
helicopter dispatcher
aeroplane dispatcher
dispatcher of aircrafts
flight information expediter
aircraft information expediter
flight dispatcher
aircraft dispatcher"
,,,,"senior import manager in textiles and textile semi-finished and raw materials
international trade compliance manager in textiles and textile semi-finished and raw materials
graduate import manager in textiles and textile semi-finished and raw materials
international trade manager in textiles and textile semi-finished and raw materials
graduate import export manager in textiles and textile semi-finished and raw materials
senior export manager in textiles and textile semi-finished and raw materials
trainee import export manager in textiles and textile semi-finished and raw materials
assistant import export manager in textiles and textile semi-finished and raw materials
trainee export manager in textiles and textile semi-finished and raw materials
assistant export manager in textiles and textile semi-finished and raw materials
graduate export manager in textiles and textile semi-finished and raw materials
customs compliance manager in textiles and textile semi-finished and raw materials
senior import export manager in textiles and textile semi-finished and raw materials
trainee import manager in textiles and textile semi-finished and raw materials
import export manager in textiles and textile semi-finished and raw materials
assistant import manager in textiles and textile semi-finished and raw materials"
,,,,"camera shop manager
photographic articles shop manager
photography store manager
photographic accessories shop manager
photography goods store manager
camera accessories shop manager
photographic shop manager
photographic articles store manager
photography equipment store manager
photography shop manager
photographic goods shop manager
photographic equipment store manager"
,,,,"ICT research advisor
IT research consultant
IT research advisor
ICT research consultant
ICT research consultants
ICT research specialist
IT research specialist"
,,,,"road sign team worker
road sign worker
traffic sign installer
highway sign installer
traffic sign erector
road sign installer
road sign erector
highway sign erector"
,,,,"biomass gas generation technician
biogas equipment technician
biogas technician
biogas generation technician
biogas equipment maintenance technician
anaerobic digester technician
biogas production technician
landfill gas plant technician
biomass plant technician"
,,,,"operations controller at paper mill
paper mill supervisor
paper mill controller
paper mill operations controller
controller at paper mill
paper mill overseer
paper mill senior manager
manager at paper mill
overseer at paper mill
paper mill manager
supervisor at paper mill"
,,,,"sewerage network operative
sewerage network repair operative
sewerage network clearing  operative
wastewater infrastructure operator
wastewater infrastructure operative
wastewater system operative
sewerage network operator
wastewater treatment works operative
wastewater distribution equipment operative
wastewater systems operative
wastewater network operative
sewerage system maintenance operative
sewerage network maintenance operative
sewerage network inspection operative"
,,,,"driver of taxi
private hire driver
private driver
cab driver
chauffeur
taxi driver
minicab driver"
,,,,recreation model maker
,,,,"non-woven staple machinist
non woven staple machinist
producer of felts
nonwoven staple machine operator
non-woven fabric machine operator
non-woven worker
non woven fabric machine operator
non-woven staple processing machine operator
non woven staple processing machine operator
nonwoven staple machine operators
non woven worker"
,,,,"wholesale trader in coffee, tea, cocoa and spices
wholesale merchandiser in coffee, tea, cocoa and spices
senior wholesale merchant in coffee, tea, cocoa and spices
business to business seller in coffee, tea, cocoa and spices
trainee wholesale merchant in coffee, tea, cocoa and spices
B2B sales consultant in coffee, tea, cocoa and spices
wholesaler in coffee, tea, cocoa and spices
assistant wholesale merchant in coffee, tea, cocoa and spices
business to business sales consultant in coffee, tea, cocoa and spices
wholesale buyer in coffee, tea, cocoa and spices
wholesale merchant in coffee, tea, cocoa and spices
graduate wholesale merchant in coffee, tea, cocoa and spices"
,,,,"product engineer
design engineer
industrial specialist
industrial expert
product design engineer
designing engineer"
,,,,"sales and marketing manager
promotions manager
telemarketing manager
market development manager
marketing director
marketing and promotions manager
marketing manager
advertising sales manager
marketing executive
market manager
product marketing manager"
,,,,"fruit and veg preservation operative
fruit and vegetable preservation operative
fruit and vegetable preserver
fruit and vegetable preservation operator
fruit and veg preservation operator"
,,,,"cameraman
camerawoman
camera crane operator
towercam operator
railcam operator
remote head operator
videographer
steadicam operator
camera equipment operator
video camera operator
camera operator"
,,,,"odds manager
risk trader
odds compiler
sports odds compiler
horse racing odds compiler
football odds compiler
betting expert
odds expert
odds trader
sports trader"
,,,,"sterile services technician
disinfection assistant"
,,,,"textile, leather and footwear research worker
textile, leather technologist
textile, leather and footwear researcher
textile and clothing researcher
textile, leather and footwear research analyst
textile and leather researcher
clothing and apparel researcher"
,,,,"cattle pedicure specialist
cattle hoof trimmer
cattle pedicure"
,,,,"high voltage lineworker
linesman
overhead transmission and distribution linesperson
overhead transmission and distribution linesman
overhead lineworker
overhead line technician
overhead linesworker
low voltage lineworker
overhead linesman
overhead line engineer
overhead power line worker
overhead line worker"
,,,,"blanching operator
blancher
blanching process worker
blanching operative
blanching worker"
,,,,"data quality specialists
data quality expert
data integrity officer
data quality specialist
data quality officer
data integrity specialist"
,,,,"fish canning operative
fish canning operator
fish canner"
,,,,"sports journalist
radio sports journalist
sports correspondent
sport journalist
sports commentator
on-line sports journalist
sports journalist and commentator
sports journalist & commentator
digital sports journalist
sports reporter
sports broadcast journalist"
,,,,"wood pelletiser worker
wood pellet machine worker
wood pellet machine operator
wood pelletiser technician
wood pellet machine technician
wood fuel pelletiser
wood pelletiser operator
wood pelletiser
wood pellet machine specialist
wood pelletiser specialist"
,,,,"passenger service supervisor
ground attendant supervisor
passenger services supervisor
ground attendant
passenger services agent
meet and assist agent
ground steward
passenger service attendant
ground stewardess
ground steward/ground stewardess"
,,,,"agricultural auditor
farm assessor
agricultural assessor
agricultural inspector
farm auditor
agriculture assessor
agriculture inspector
agricultural examiner
agriculture monitor
agricultural monitor
farm inspector
farm monitor
agriculture auditor
agricultural production inspector"
,,,,"smart home project engineer 
home automation specifier
smart home software engineer
home automation integrator
home automation platform engineer
domotics engineer 
smart home designer"
,,,,"photography lab technician
photograph developer
photography developer
photographic developer
photo developer
photograph laboratory technician
photo retoucher
photograph printer
photograph lab technician
photo lab technician
photography laboratory technician
photo laboratory technician"
,,,,"director's right hand man
director's right-hand person
assistant director
assistant video and motion picture director
second assistant director
assistant motion picture director
assistant video director
first assistant director
director's right hand woman
third assistant director
director's right-hand man
director's right-hand woman
director's right hand person"
,,,,"battery builder
battery constructor
battery production operative
constructor of batteries
battery fabricator
assembler of batteries
assembler of battery components
battery production assembler
battery component welder
battery component assembler
dry cell production operator
battery maker
battery component production assembler
dry cell production worker
fabricator of batteries
battery assembly operator
battery assembly worker
battery production worker
battery assembler
welder specialised in battery components
battery production operator
battery assembly operative
dry cell production operative
battery welder"
,,,,"paper stationery machine technician
paper stationery machinist
paper puncher specialist
paper products machine technician
paper creaser operator
paper products machine operator
paper stationery machine operative
paper perforator technician
paper creaser specialist
paper creaser technician
paper puncher technician
paper perforator operator
paper stationery machine specialist
paper perforator specialist
paper products machine specialist
paper stationery machine worker
paper stationery machine operator
paper puncher operator"
,,,,"building materials salesperson
builders merchants store salesperson
construction materials shop salesperson
do it yourself shop salesperson
building materials DIY specialised seller
do it yourself shop specialised seller
building equipment shop salesperson
building materials DIY salesperson
building equipment shop specialised seller
trade counter specialised seller
construction materials shop specialised seller
builders merchants shop specialised seller
construction materials salesperson
building materials shop salesperson
DIY shop salesperson
building materials specialized seller
builders merchants shop salesperson
building materials do it yourself specialised seller
builders merchants store specialised seller
building materials do it yourself salesperson
construction materials  specialised seller
building materials shop specialised seller
DIY shop specialised seller
trade counter salesperson"
,,,,"SD
store detective
loss prevention agent
retail loss investigator
asset protection officer
loss prevention officer"
,,,,"dredge operator supervisor
dredging operations supervisor
dredging supervisor
dredging site supervisor
dredge foreman
dredging project supervisor
dredging foreman"
,,,,general practitioner
,,,,"leather accessories salesperson
childrens shoes salesperson
footwear specialised seller
sports shoes salesperson
sports shoes specialised seller
leather accessories specialised seller
childrens shoes specialised seller
shoe and leather accessories specialized seller
footwear salesperson
shoe and leather accessories salesperson"
,,,,"local government councillor
local councillor
councillor
county councillor
elected representative
city councilor
cabinet member
town councillor"
,,,,"fruit-press operator
fruit press worker
fruit presser
fruit squeezer
fruit press operative"
,,,,"electric power station operative
power plant operator
electricity generation plant worker
electricity generating plant worker
electric power station operator
electric power station worker
biomass plant operator
electricity generation operator
wind plant operator
power station worker
electricity generation worker
electricity generation operative
power production plant operator
electricity generation plant operator
power station operator
power station operative worker
electricity generating plant operative
generating station operator"
,,,,"depilation specialist
hair removal specialist
wax depilation specialist
beauty treatment specialist
body waxing technician
electrolysis technician
laser hair removal specialist
laser hair removal technician
epilation specialist
hair removal technician"
,,,,"client relations manager
client relationship manager
customer service executive
client manager
client service manager
customer service representative
client service representative
customer service manager
consumer relations manager"
,,,,"oil fired heating inspector
heating engineer
solid-fuel fired heating inspector
coal fired heating inspector
HVAC heating mechanic
electrical heating engineer
solid fuel heating inspector
coke fired heating inspector
HVAC inspector"
,,,,"mathematics science researcher
logic scientist
mathematics scientist
logic research scientist
mathematics researcher
logic science researcher
mathematics scholar
logic researcher
mathematics research scientist
mathematician
logician
logic scholar
mathematicians"
,,,,"personal trust manager
personal trust supervisor
trustee officer
personal trust officer"
,,,,"froth flotation deinking tank specialist
froth flotation deinking operator
froth flotation deinking tank technician
froth flotation deinking tank operator
froth flotation deinking worker
froth flotation deinking technician
froth flotation deinking tank worker
froth flotation deinking specialist"
,,,,"emergency coordinator
emergency preparedness coordinator
aid worker
humanitarian aid worker
disaster preparedness coordinator
disaster coordinator
charity coordinator
emergency planning officer
emergency response coordinator"
,,,,"photograph editor
image editor
picture selector and organizer
photo editor
picture editor
picture selector and organiser"
,,,,"educator in visual arts
specialist visual arts teacher
instructor of arts and crafts
sculpture teacher
instructor of visual arts
arts and crafts instructor
visual arts educator
visual arts teacher
arts and crafts teacher
visual arts instructor
painting teacher
teacher of visual arts
specialist teacher in visual arts"
,,,,"leather artisan
leather craft worker
leather goods artisanal worker
bespoke leather craftswoman
leather repair worker
leather articles artisanal worker
leather craftsman
leather craftswoman
leatherwear artisanal worker
bespoke leather craftsman
leather accessories artisanal worker
luxury leather artisan"
,,,,specialized goods distribution manager
